zip,lat,lon
06533,41.365709,-72.927507
06534,41.365709,-72.927507
06535,41.365709,-72.927507
06536,41.365709,-72.927507
06537,41.365709,-72.927507
06538,41.365709,-72.927507
06540,41.299647,-72.918846
06601,41.308873,-73.363661
06602,41.179846,-73.189006
06650,41.308873,-73.363661
06673,41.308873,-73.363661
06699,41.308873,-73.363661
06701,41.365709,-72.927507
06703,41.365709,-72.927507
06720,41.365709,-72.927507
06721,41.365709,-72.927507
06722,41.365709,-72.927507
06723,41.365709,-72.927507
06724,41.365709,-72.927507
06725,41.365709,-72.927507
06726,41.365709,-72.927507
06749,41.365709,-72.927507
06781,41.669898,-72.99145
06813,41.308873,-73.363661
06814,41.308873,-73.363661
06816,41.308873,-73.363661
06817,41.308873,-73.363661
06829,41.25553,-73.427915
06832,41.308873,-73.363661
06836,41.308873,-73.363661
06842,41.147096,-73.495366
06852,41.308873,-73.363661
06856,41.111196,-73.420363
06857,41.308873,-73.363661
06858,41.110496,-73.416213
06859,41.308873,-73.363661
06860,41.308873,-73.363661
06875,41.308873,-73.363661
06876,41.032647,-73.583569
06879,41.308873,-73.363661
06881,41.308873,-73.363661
06888,41.308873,-73.363661
06889,41.141005,-73.34689
06904,41.308873,-73.363661
06910,41.039147,-73.559118
06911,41.308873,-73.363661
06912,41.308873,-73.363661
06913,41.308873,-73.363661
06914,41.308873,-73.363661
06920,41.308873,-73.363661
06921,41.049866,-73.53796
06922,41.051551,-73.514344
06925,41.308873,-73.363661
06926,41.041197,-73.538567
06927,41.308873,-73.363661
06928,41.308873,-73.363661
07007,40.79185,-74.245241
07015,41.011428,-74.304793
07019,40.79185,-74.245241
07051,40.79185,-74.245241
07061,40.665651,-74.299692
07091,40.665651,-74.299692
07096,40.73276,-74.075485
07097,40.73276,-74.075485
07099,40.73276,-74.075485
07101,40.736101,-74.22509
07175,40.79185,-74.245241
07182,40.79185,-74.245241
07184,40.79185,-74.245241
07188,40.79185,-74.245241
07189,40.79185,-74.245241
07191,40.79185,-74.245241
07192,40.79185,-74.245241
07193,40.79185,-74.245241
07194,40.79185,-74.245241
07195,40.79185,-74.245241
07197,40.79185,-74.245241
07198,40.79185,-74.245241
07199,40.79185,-74.245241
07207,40.665651,-74.299692
07303,40.73276,-74.075485
07308,40.73276,-74.075485
07309,40.73276,-74.075485
07399,40.73235,-74.075391
07428,41.206509,-74.538144
07451,40.948054,-74.083231
07474,41.011428,-74.304793
07477,41.011428,-74.304793
07495,40.948054,-74.083231
07498,40.948054,-74.083231
07507,41.011428,-74.304793
07509,41.011428,-74.304793
